,index,date_uuid,user_uuid,card_number,store_code,product_code,1,product_quantity
14985,15006,f305ecf9-ea0f-4ecd-b240-6be822da2bf4,fa5818aa-57ab-451a-b4eb-958a743034eb,38053273838685,WEB-1388012W,k2-7939927F,,11
15011,15032,5ff74866-eed6-4180-9a18-38ec47fcd56e,70192075-310b-47a9-b5f2-578c5cdccb4a,348719483409740,WEB-1388012W,y6-4715692F,,12
15018,15039,9bbba551-2a0b-4340-a604-5d0bfbf4c559,cb93646c-1e65-4400-b5fc-274d46812f02,3502870053703680,WEB-1388012W,g9-243795T,,3
15021,15042,1bd9792d-8b43-40af-9f9e-4e387e52e6a2,97635e2d-82ea-43fb-8015-578a541919dc,4060401899869,WEB-1388012W,Z6-8451620W,,8
15028,15049,343b152b-d7c5-4359-a4ab-19d48b190ec0,9874b20c-0b32-4231-b3a1-4519f8d69cc8,375059048627841,WEB-1388012W,G1-4049532Q,,15
15040,15061,efb47260-e6d5-4b51-818c-52bc796e00e7,282bfad8-49a3-4f00-a270-1f5171bd1541,6531357645628440,WEB-1388012W,P9-9428517O,,1
15045,15066,0e691173-826e-4557-aaf0-e20331ce737f,628cb31e-32e9-47c9-ac12-9861b57106cb,589564225375,WEB-1388012W,p4-0527078J,,1
15064,15085,c4326f4a-118b-41ff-a4bb-378037f8b798,55420a0c-0cad-42b7-b4a9-38d5f571213f,2282222611322750,WEB-1388012W,V1-6325418M,,1
15069,15090,996f778f-e002-4040-a5a1-2fbfcc1b3eaf,ef9de790-9439-4beb-a2ae-aeb76d13d8f4,373778512176611,WEB-1388012W,L0-7546500v,,2
15073,15094,ddf5e9c1-cfe2-4def-97cd-0dd4d3f76b5b,34fcad48-5a2a-40cc-bcb5-990479768c51,6011016991043560,WEB-1388012W,X5-8732574Z,,3
15074,15095,d105a891-ff99-465f-84fb-aff254152e00,3c682e49-a074-4792-bc36-a41623d61c9a,377479017006611,WEB-1388012W,I7-3016291V,,15
15079,15100,8a7c8728-2abc-45a8-af4e-930de7042027,08828338-641c-4abb-9e57-3b2a421be20a,30510792707772,WEB-1388012W,j7-1043972f,,8
15083,15104,e8bbf8cb-0b9d-4438-9efe-1bd6e730cef9,c62e1447-6647-45dc-b4c8-a4287a1d4cb0,180025243646246,WEB-1388012W,f2-2191836g,,3
15100,15121,3cf3143a-a82b-4e19-af9c-57bca89f86af,f05f7c77-0f42-4a8f-8354-830815baab94,373039357161741,WEB-1388012W,C1-1825423e,,1
15105,15126,768c026f-e3bd-4e7e-98a3-ce910f0837d8,d2da54c1-2d5b-4fb2-af8b-d7c3b547e51e,2704491345006020,WEB-1388012W,L8-0659212O,,3
15109,15130,e71c4644-fd73-4107-ba4d-89d2ac9f2ebd,86ff052a-2a49-4b70-bfbf-983d1abd87b8,4934739801026960000,WEB-1388012W,Y4-1127610r,,7
15110,15131,26bf87b2-ebe4-49bc-8979-6cfa10866e6f,cc14f580-573a-42b5-82eb-a92917bc7e4d,4024752844419690000,WEB-1388012W,A1-3819009E,,1
15112,15133,297f0569-345f-4fd3-ac18-62f4ca9085ee,dc960633-0b03-47d6-b8ce-394e480bd9c7,3532036719708320,WEB-1388012W,U6-9852383Y,,7
15116,15137,35300e3e-6fe7-4b63-942f-5a14b4676717,ee6d409a-47de-4105-9ae9-9baf467f0f49,4990516150569620000,WEB-1388012W,J0-1856107w,,3
15117,15138,fe4e222f-994a-4ed8-9461-9a2e17dbe6d4,7527bc99-5203-4a3f-9d72-b720a9dfb650,2230099973842680,WEB-1388012W,E3-3054058e,,6
15128,15149,b29621e0-4cb8-4cae-8483-2e38a6f0f1c2,aebfd3f5-b423-45ba-b97b-5019ca7b4396,2223482187700610,WEB-1388012W,Z8-5221465y,,2
15150,15171,1b76860e-0198-422c-a073-02542125ccf1,757648ee-22aa-428d-af92-8caac931441c,30206248265693,WEB-1388012W,H1-1111212H,,4
15155,15176,f7a217bc-5ad6-4cb9-b75e-38a09f882018,e84e97a0-da7d-44bb-a5b7-a92405296fd9,501853133186,WEB-1388012W,h4-7333699R,,9
15166,15187,b5f43844-319e-4f42-8b42-3e022a6feb54,dd37d4e9-455a-4d45-bdb4-06bcee49d43f,3580805617735480,WEB-1388012W,x0-7102719C,,4
15179,15200,8eb23f37-00f0-4cd7-8357-82db10cee748,ec051686-b3f8-4a97-ba94-22f18c7847b0,30357997393580,WEB-1388012W,a3-4965865V,,3
15182,15203,39472219-6aa7-49f7-a999-b0c2f1936afe,5081977c-5c0e-4ed3-9501-7369099e87eb,2323558354284570,WEB-1388012W,l2-0551753r,,2
15187,15208,84c808d6-3673-4fa5-bdee-3a9780626c78,563dad5a-f98e-48d4-90df-17a7fc85425d,4262121967204,WEB-1388012W,s6-053731A,,1
15189,15210,81666416-b1af-41ee-80e9-852c6d390f0c,748cd316-5bfe-4e62-9155-1f83b648f49f,4423410921766930000,WEB-1388012W,w8-3118041v,,2
15196,15217,a7824a89-4023-45c4-97ae-3a7816a8d249,dce9ce0f-2af9-4ec1-8857-26c83bca9ea5,2711122410143440,WEB-1388012W,C3-5741825D,,3
15200,15221,163ea443-ff7b-4389-9142-4f265d550911,ea7ae814-cdae-4723-8b68-579e13696721,4329276812842130,WEB-1388012W,m8-0068640g,,2
15219,15240,3a1ce073-7343-4dfd-a236-52d7f093c744,b899418c-92c2-4fb4-9380-151875ff10ab,4926196704113980,WEB-1388012W,P0-5109357W,,2
15231,15252,56599ad5-2df3-43df-b9fd-07045eac71d2,f40c175a-245e-4eed-a7f8-91ff9419d473,345123294248533,WEB-1388012W,N6-5815005e,,4
15246,15268,58dfb172-6a7f-4631-92b0-793a78a3620c,e397eb0c-7007-4193-be95-76e55743bf89,4513002909776,WEB-1388012W,g2-2998556b,,4
15247,15269,fafbbcab-47c6-4525-958e-8371597e2134,e46d659f-d235-40e0-a4b7-c3aa75ef418b,371450778705192,WEB-1388012W,w5-7185702M,,4
15248,15270,caed56ad-250c-49e4-8b6a-e17d408d3fa1,564c2844-cafb-405d-86f2-f8fd0d89608d,4931035197820960,WEB-1388012W,k6-6272565F,,4
15249,15271,6bde88fe-3057-4a45-84a6-a123bc2050af,900fd0fa-ada2-455c-af24-597e328bfe68,4112319360349040000,WEB-1388012W,i8-324540n,,6
15254,15276,72e59633-d808-43b6-81de-29a68086da37,e01045b8-cf88-4573-924c-7b1d44837162,4225323575109,WEB-1388012W,Z7-396966b,,1
15276,15298,7dd3dbd2-2e82-441a-88ec-f2d195c0722f,2bc211b4-f833-4abd-b632-967ac4268661,4609802543831160,WEB-1388012W,V6-3788246p,,3
15282,15304,089f7951-576c-4bcf-a7e4-c688e238d681,c2e5b6c5-d13f-4ece-b0ca-202044bd7cb3,213154160174213,WEB-1388012W,W4-8185499V,,3
15288,15310,8cd1b96e-0d9f-4f76-bbfd-bb8eac9066ee,972e5538-8463-4271-b42b-4a0945c405b0,340342893696299,WEB-1388012W,b2-7386908F,,1
15292,15314,a9d2e7bb-13d5-4060-aa74-5a4e5c5a05bf,6afff478-c191-497a-b207-79c3f0b0bc53,371004825631321,WEB-1388012W,t3-4264013d,,1
15321,15343,b46581d0-1231-402e-acef-bde49b779ed0,bbaf92ab-9683-440a-8519-7cac34887d5f,630415762354,WEB-1388012W,F1-9232043R,,4
15326,15348,4e1e2329-9049-4296-bb1a-4f1bc37abf0d,a3389531-8091-4c8b-b9be-204c2d7bcdef,30368892034781,WEB-1388012W,i9-532738T,,3
15329,15351,4c5e70c5-d5f8-43e8-9f5c-9914489fb491,785d12b5-01e4-41ac-9543-3a034ce88c8b,4969661769751370,WEB-1388012W,p9-077301C,,4
15332,15354,9b0362e7-eeae-495b-b2db-72884ab9d34c,866a1dc3-2e44-4617-b1b9-e766e0492343,3524940416761120,WEB-1388012W,F2-7766470W,,1
15333,15355,4460673c-91c9-4401-9fc4-339df12a5753,67866529-6abd-47c2-aa57-080a7289fb0e,6528008872793940,WEB-1388012W,t5-6777732i,,8
15342,15364,b6a8dbad-95a6-4c75-bfa9-619874d7a80d,1c6c0f1a-9a45-474d-9578-9925af48c5e6,4501585862009,WEB-1388012W,n7-4521408F,,8
15345,15367,349bb89c-7819-421f-adde-ea7cc672273a,f2049b4b-61cf-494f-a5ea-34465132a9d9,3505431868014040,WEB-1388012W,W6-1117349L,,3
15354,15376,6f45a4c0-d72d-4b2b-a38b-0136a485fa0c,0542e39a-c6d8-4a88-a186-376b8f36499e,36775234803398,WEB-1388012W,S9-4218027q,,1
15358,15380,1412ff8b-82e9-4e96-8c3c-89b7a11001a0,dfe633f8-201e-4cf5-a72e-49d7886e4161,4007884238564150,WEB-1388012W,i7-2575230x,,1
15377,15399,984a2228-221b-4e20-b9bc-6bfb00b8753a,fe74f1a7-9cb6-4cc8-b127-6faf4b0e144f,503888173534,WEB-1388012W,A2-5341321F,,12
15407,15429,8a8ab9af-db5c-4b73-8816-f29bb1d5b69a,bce3b765-d26c-45c1-ad2a-b6305f8fd215,4297109663200710,WEB-1388012W,d4-9698287C,,1
15410,15433,64863d0f-9c26-46a9-9b6f-f0f2e2b556a1,ba49c3f9-00bc-47f2-8a54-e829bea57e03,4948937747026,WEB-1388012W,Z8-4148279f,,4
15420,15443,6b66c077-f9af-4155-9d14-80379e6ac121,6dfdff4b-8642-4fc0-9b1d-66c6b234297e,4758803949162350,WEB-1388012W,Y9-7335081b,,2
15422,15445,58de8684-57c0-4304-90a5-65e8564c58d4,fdcbdb52-5543-4d93-a75c-b93851ca77a7,36282751787674,WEB-1388012W,X8-9458613Q,,2
15425,15448,069d81ed-0063-40b1-a839-dbc4f286dc99,ced1a058-9132-4fde-b0f1-e395f25913cc,3597684752028080,WEB-1388012W,g8-5576220O,,15
15430,15453,b2e026a2-4559-4d89-ab4d-e45fe29aa700,f28da4e5-54fe-4738-8d2f-32087e546816,4546243921069,WEB-1388012W,j0-0066317f,,4
15440,15463,c21b1ebb-ae7e-425f-854e-2b019ac77166,0b97c72c-6fca-46d7-8839-59f943217592,565942605280,WEB-1388012W,u1-9312438n,,2
15453,15476,03cdd63b-e47d-454a-a87a-954721ad4da9,903bd435-ee52-4c8b-951a-3599981e13b7,501851997384,WEB-1388012W,a7-0201748U,,2
15457,15480,d2454e10-ce0c-41bb-b86d-c7670319f0fe,33a9696d-a071-43c0-8b4b-a72b6612f38c,4814133861609810000,WEB-1388012W,F4-780143t,,1
15466,15489,8d0897cc-c683-4665-a945-484a8fb0fcd5,8e5f9a83-7989-413f-b716-289dd5ad241d,6510306412301430,WEB-1388012W,d4-1053553e,,1
15473,15496,038bebf7-9b63-4980-9bfd-2bb258e78b81,fe05724f-6c26-4507-b5cb-ea6b15a21fad,3501052545741900,WEB-1388012W,M6-0249525F,,3
15474,15497,2d93bb2b-265c-4866-9933-4a64b8d44dfa,a583004c-a9e6-4653-96c8-6faade58debd,3501567719212870,WEB-1388012W,e8-0842430P,,2
15484,15507,5548e3a8-b53a-4e31-a487-c590523bce36,68705c14-e0c1-4e15-98c7-90c34c37d34a,4805593315585740,WEB-1388012W,v4-3504927i,,6
15511,15534,aa3e8904-9086-41c6-a68e-181b4543182f,f179e87e-a25a-449f-ba61-55d904fbb75a,3565095769388850,WEB-1388012W,f2-2191836g,,2
15519,15543,4bb67d51-13b8-484f-99d2-128e4c300fc4,3d04e8ef-5631-4986-a9cb-c7162eeaf3ab,3546892462046370,WEB-1388012W,y1-9005061A,,5
15525,15549,8f3840ab-80e3-4a03-8e6c-0f38e63979fa,28752bd9-3f0c-4965-9faa-c15b8b6210ed,3539927638050570,WEB-1388012W,p0-3415214B,,2
15533,15557,026e61c9-e57b-4d67-9090-4f7e23a46236,0f647ec2-700c-4db1-80ca-3706f28023e0,6011319374976370,WEB-1388012W,O1-9109149G,,3
15552,15576,9b02579b-f19b-4be1-ab79-becc30c4f4bc,16dcf519-758a-4007-91b5-6720025bd537,4872012088655170,WEB-1388012W,B1-500390I,,4
15573,15597,176af37c-2fce-417b-8c34-0b3914bbb5a0,720b227e-e03c-42c5-a5b2-8ede8755ce72,3554315939342000,WEB-1388012W,k6-0115797g,,1
15586,15610,7c2a3aef-cce7-4e87-a11f-fb33defe4783,0f0422e1-181d-455e-b1cf-750c60ee7573,6567794103164500,WEB-1388012W,d4-7741650T,,6
15621,15645,7c43f1a1-16e1-480e-8f76-80ffa8bcabf2,4a358219-fd3c-4f6f-a040-28b64df033b1,5407210592154870,WEB-1388012W,c8-1525632E,,1
15632,15656,4e47bfff-4cbe-4798-a9d6-6c366b07b83d,d4993fb5-2236-4ce5-b919-c18bb0d7c4ae,4756148823560380,WEB-1388012W,Z4-535642u,,15
15640,15664,d0030647-4fef-4483-9db8-8d67457cfefc,cf5db1eb-ba7f-4010-b16e-ba42a31295ac,575003490423,WEB-1388012W,c0-432378A,,5
15646,15670,843c4d89-9551-4c97-a476-1617e8af67d3,ee0f6727-64e9-423a-8d65-11d26d366206,4947857561507320000,WEB-1388012W,T8-3656770w,,3
15651,15675,ce52d7e6-1b01-4314-a355-ca44330bc796,25b0275e-bb8b-4e3f-9747-3616b7fd23e8,4492952661221250000,WEB-1388012W,F7-0193105x,,2
15652,15676,b0e93500-65a5-4e9b-bba1-089c6e6495d0,a75abd4a-fcdb-40b0-8eec-2cdbdafe9c67,6011006205829070,WEB-1388012W,u6-5438021b,,4
15655,15679,10eafb68-4edb-4f60-a3e2-f6a89ea564c4,34d1101e-bc83-49da-841a-7ef22fd22f44,4776352744684600,WEB-1388012W,P9-9428517O,,4
15673,15697,44229f06-bdcb-45bc-86e8-d62719ea8c28,eb6bc085-5897-4240-8454-1f015598d2b9,30254997518730,WEB-1388012W,q4-2967772J,,6
15676,15700,82e7fc64-086d-4696-8f68-790ca2796e7b,224eb1c2-07ff-49ce-acda-288f2d60b2a5,4128791533123,WEB-1388012W,p9-106440J,,4
15677,15701,2cb15d2f-b742-49b9-8fa9-be729c495900,c2b179ca-29ff-4536-a2c8-e9ac429c4a55,4755525327797340000,WEB-1388012W,Q6-1616904A,,3
15703,15727,e7f0153e-b3d3-4e7d-b617-324a71ec7040,f0489dff-1fea-4859-aad5-f8d2591136f7,348963666610803,WEB-1388012W,R5-3513229f,,3
15704,15728,d4faf924-a245-4788-ba0a-dc23af724b32,5155edd2-68b7-4785-87d1-7e88a6937ef0,347336829249242,WEB-1388012W,C9-7088804x,,11
15727,15751,f7e1c880-88d5-4aab-9da0-0d1634b58e3e,b7fe0b8a-99a9-4084-8c30-9f91cd110839,565440036244,WEB-1388012W,E5-2374269U,,13
15735,15759,4287b936-20ad-45f7-9ac0-cca70fd32b76,e341b6df-0814-48e9-8fec-098168e97f38,4455271950984020000,WEB-1388012W,N0-8737467X,,2
15737,15761,2c9e9e1c-6911-4fb2-8fd2-89cddaa8e373,1191dd3b-5220-471f-b394-33ca3ac7222a,6591971175567850,WEB-1388012W,E9-1776013S,,1
15742,15766,be89816c-32aa-42c1-a3f7-f957f1cdce68,9892d24e-1e94-4654-a232-531fc664048c,4564098867850850,WEB-1388012W,Y4-4451791G,,2
15753,15778,9476465f-9f16-4f42-adac-cd032fe92ef2,b0e7c1c6-7f19-451c-8c24-a16a3952b676,4370342612598190,WEB-1388012W,B8-0359513i,,3
15754,15779,2155b49c-670a-4f0b-b163-7443444e6f54,a37576db-76e4-49be-8a41-21e54ab22cbc,3551997779753170,WEB-1388012W,Y0-2101400p,,3
15761,15786,91555ee2-5839-44e2-a972-83bb27e0e330,f751d121-be21-43a7-841d-3523956b1cce,639045488314,WEB-1388012W,p9-4573419R,,2
15780,15805,0fea7937-b724-4dd5-8ba6-44c8224a6dc5,8504eb16-9fb0-4891-835d-dbee6d72112e,563871002819,WEB-1388012W,G7-8751951J,,2
15783,15808,1511ce84-3752-40fc-a0c7-08fddfce0a07,fc228f8b-48cb-443c-8636-bae13f03ca38,375831527741818,WEB-1388012W,n5-7375132t,,3
15785,15810,b7b6c47d-5cd5-401d-b949-ea588292a24f,1b28f038-c7e3-45da-ac50-45f9c4c73319,180095238015988,WEB-1388012W,H4-2388297L,,3
15789,15814,d59b0a64-9fc0-47b1-b856-2504b104fda4,472300f0-e8df-4f0e-954a-a69ebe993be8,502069207319,WEB-1388012W,E9-5503322P,,6
15793,15818,f80d501d-060b-47c4-bd8a-4893d5fbe44a,c5e03e7e-b832-4696-af90-2a674337fabc,2355118917106560,WEB-1388012W,r4-4325991v,,2
15798,15823,e752a9b0-fdf2-4acb-8eb6-bd747d697dbf,2208c230-7f06-4020-977a-dec7b2ebc1bf,5200183126989930,WEB-1388012W,f0-0453627E,,4
15837,15862,626b2e15-0db5-4097-8688-76abc8a385ef,c4d10f5c-7e7b-4523-8270-a7d6996298a9,4164788895094790,WEB-1388012W,F7-3581133o,,1
15855,15880,6735d436-7df1-4555-af15-78a9eb8a1fe3,0cd100ca-2605-4fe0-8d40-8c18fc16aa97,30573900043936,WEB-1388012W,w6-932326q,,14
15861,15886,a43492fe-923a-4014-9139-30efa5d1e5a7,8f010d21-148f-449c-ae54-53c6cf4c77f9,4682216047555960,WEB-1388012W,J4-6233186Y,,13
15864,15889,51f80d65-507f-4326-b0e7-39fcea83ea6e,aba18a92-edfc-43fa-89e4-38a5b6ef1133,60424570772,WEB-1388012W,u6-0777152D,,2
15869,15894,103475f2-f8de-42bc-b6c5-a9a1d616107e,a50af155-12fa-49ca-85e7-98982fe9df2a,30119094477090,WEB-1388012W,X7-3524216h,,11
15870,15895,5fcee775-f4c9-4815-9ba5-b035b4256074,5567a70f-860d-4e83-9995-f4c36402a010,341847188709838,WEB-1388012W,M5-4525934X,,14
15874,15899,f4ca4b2e-9852-4680-bfa3-459936a3e9ab,8522b50c-f0c8-42ec-98c5-79bda5817564,213141583527440,WEB-1388012W,C4-5056713b,,15
15880,15905,727b432f-8358-4a13-9be4-4eea6012ed16,c508c482-995e-40e6-86e5-a3c75236c876,4026264756936740000,WEB-1388012W,p9-0198001i,,2
15896,15921,1a5b6d06-1d30-4050-ae60-e79cdb362514,78c66265-f4a8-45cd-84c9-ac9982f77ccf,3565633218854800,WEB-1388012W,I5-5959480c,,5
15903,15928,491970d8-261f-4d23-826c-884e6898542c,a5cdc4b3-060d-4c7b-9d52-69a838f7c375,4124419294685,WEB-1388012W,W1-1875110m,,1
15907,15932,e7f0d372-662a-4e8e-ae77-6f2217fe95a1,c3c5874b-b41e-4a6f-bb56-f1b568d1cb20,3593623608000470,WEB-1388012W,k4-8037817p,,5
15915,15940,02cde050-2c85-4af9-947b-75bc7ded988e,09762bf6-8d1c-4afa-8909-87fce4f42730,4394657559905,WEB-1388012W,X3-3454354s,,4
15929,15954,54aed2b0-e2d7-4205-8b75-280d14d3c876,e3df7146-4dbc-49d7-9f36-7f4982d33944,4220613705590430,WEB-1388012W,o6-4511022N,,2
15949,15974,dad74f83-f452-4724-9f36-3e9e66753b8c,adb5ff88-fdb2-43f9-9db4-af880135dcda,3509771341454130,WEB-1388012W,y6-3417476g,,3
15955,15980,67330fde-5c75-4015-8cf1-2b24ad189e1f,acda5552-730c-42a5-9023-4c6c06064f85,213160390502230,WEB-1388012W,i9-9031405H,,1
15958,15983,57c2e00b-8ef7-4d81-ab5b-0531a89cf07f,a6ef89a3-fef7-4463-bafe-1a1d139ff36d,213198982006004,WEB-1388012W,u3-7912652a,,2
15960,15985,7096f581-c37e-4ab7-a7bf-5424df1f2314,a7f594a0-986a-4c44-9022-949d3f8eb6c1,4497395211778,WEB-1388012W,M6-7203684r,,4
15963,15988,d54f27cb-c481-4dde-bdb3-12ca104ee8d2,7c5ff60b-37b4-41a5-8171-64583e6d2c87,2554927243649490,WEB-1388012W,x6-9994287R,,7
15973,15998,c581d3f7-7601-4686-8c80-24c14597a1ba,f49f8a23-c958-4649-9e59-500cff75aa0d,4413511328768020,WEB-1388012W,M6-2363183N,,1
15984,16009,410d12d8-4ad9-4617-95e4-73e50a078839,602c8241-7bd8-4f1d-8a9b-f2efcaefd7c5,503850948756,WEB-1388012W,Q0-2613353h,,5
15987,16012,95bd8251-d262-4a22-8ff2-62741a5413d6,b88bcfb0-ac92-419a-b7f5-6b113088f2d1,4442581359817,WEB-1388012W,C4-9862972R,,2
16011,16036,617eb9d1-6b5d-417d-8c26-88cf9bd75fee,3f518c5f-ef82-499c-b1ed-030a168559f7,213152126583667,WEB-1388012W,q8-3555898T,,3
16012,16037,3fb8b13b-e939-4072-beeb-9eea991458f7,378b57b3-1be6-4bf9-91a2-3eff5173d103,342555532904588,WEB-1388012W,c9-3599710M,,6
16014,16039,a94b7aaf-ccfd-4667-8cce-566921b3cf50,46d30fd1-1b49-4d89-bb00-89d35c94bc41,2652055979108500,WEB-1388012W,y4-6525551B,,2
16020,16045,be13153b-4b8d-461b-80ef-666e15631d66,667d3e98-a097-49ca-92b5-f5dae108a836,30128638484181,WEB-1388012W,H6-6666714e,,8
16027,16052,4aa8d106-012c-47e9-9190-dc766055f9c3,1e605667-9d76-488f-b183-7a1cb9480aea,3549573706766260,WEB-1388012W,H4-2388297L,,2
16031,16056,e56f766e-d5d5-4b5a-a8e9-e204d6d4692d,f30b30fb-f148-4b9a-8ee5-cf22591bc1fa,30568799542402,WEB-1388012W,o0-4016167t,,8
16032,16057,8a5cbaf9-8a8e-454f-a505-7bca5d866d16,13cb390b-be21-46dc-8005-d4168f020e97,502014026855,WEB-1388012W,f6-783975X,,6
16040,16065,8d4b3ef8-342d-4ddd-8746-c8ef339cd965,2faadf57-4f5e-43d8-a2c6-3f35db0233fe,4472237010977,WEB-1388012W,N0-8737467X,,1
16046,16071,dcf98d64-6e66-448c-9f2c-37b9cd2de6ea,1186c5b7-190c-4263-ab03-500e3b1c0f45,30035817967326,WEB-1388012W,k2-8031544A,,4
16070,16095,cd8ada92-c16c-4b9e-81de-1552c39d23f9,0e873a47-80a9-40db-965a-a50f68dc9a84,4788870551492,WEB-1388012W,Y9-5288789l,,6
16086,16111,5453bd13-83da-4871-9bef-f98e042b696b,bdf106c6-89ff-4d1c-8dbb-6b1b4d75e751,501896650766,WEB-1388012W,R4-6546343Y,,2
16090,16115,f94666a7-b411-463e-8633-0884012751ec,0a7a3a30-a7f2-4f19-80a4-64caf3e43340,30583394391881,WEB-1388012W,H9-0376582q,,1
16106,16131,fac32a90-52dc-45ca-be88-a0e9c097c2d7,ef4a2523-5c26-434b-b616-3cc784a3aa28,3527471564726670,WEB-1388012W,b2-7291750N,,12
16109,16134,4c13da11-3297-4919-a28c-7db17384daaf,1d696ab5-0826-48ba-9bb3-0b1bef721434,30081369569623,WEB-1388012W,s4-9513029b,,12
16110,16135,ae5c67aa-94e3-4a8c-858b-ffcdc53ac8e0,9e3e322c-7d3c-4d9a-859e-bbcaa69c0254,6518419860165470,WEB-1388012W,C4-5056713b,,4
16132,16157,d2dab8e8-59b4-430e-9a03-5a7944237776,4d2675b2-5110-4029-94c5-03883aa6ec4d,6011962460606710,WEB-1388012W,A7-3429633W,,2
16141,16166,fb3c2037-d61b-46db-8840-a02cb4775f4f,587dd5cb-e3e6-4955-b629-7b55266431bd,3501480624611270,WEB-1388012W,q2-2209449E,,2
16143,16168,640de149-7da8-470b-92f0-dbf0609bdaa5,70f3f20e-6edc-4220-9eb7-90bc0395c070,3572596405290850,WEB-1388012W,a6-7102290u,,3
16146,16171,8c80b95a-3f9f-4089-882c-08dc9bc17f9d,652c8791-2ace-41a2-8cd7-d2256c7fa8aa,4539625880557440000,WEB-1388012W,v3-4601872t,,1
16151,16176,2b120efc-261c-4f84-8bbc-a5078220f4e8,520cd95e-4adc-44d3-b29f-b2d2b3ad2dbc,3569663855162910,WEB-1388012W,q2-2209449E,,1
16158,16183,f330aabd-24e7-4b6e-83da-a90953919677,bcac6f3e-b45a-4a88-aa1d-01c3074b2a1f,501838151311,WEB-1388012W,l2-0551753r,,4
16159,16184,c6018e27-46a3-413b-8ff0-64cf8011622b,f32e29e8-4827-4515-a137-41fb060ff3cc,4163135093152150000,WEB-1388012W,F0-948321I,,2
16166,16191,fe82c985-172e-4046-9d36-c84d95295e34,fd0bf4f2-e3f2-4db0-8324-beb92016257c,4850248250585,WEB-1388012W,J4-5517838n,,3
16172,16197,43527c07-513b-42ee-8775-a5bf0b61d615,d06adcfc-1d12-4662-ac78-a4b023250826,180081393695426,WEB-1388012W,V0-463637X,,4
16174,16199,8d27d809-c798-41bf-9b51-a0117df3be44,17f5c7c1-4bc3-482b-a513-d9151223809a,2287766251001030,WEB-1388012W,U9-6834846i,,1
16185,16210,3e869ec0-9244-4d23-84f3-4de15ac570d0,28ba5392-1b96-422c-a648-c89fdddfb031,30365318575207,WEB-1388012W,w8-1645356Y,,1
16188,16213,5c156ba3-ef8a-4d6b-8f9b-9bfe1d54fd1d,f34a7164-6c10-412b-ba83-33ec680cd032,4160704949110160000,WEB-1388012W,m9-7819967h,,3
16189,16214,7c32d206-7aa8-4ac0-bc9a-204ed454e021,8b8a2be6-1cab-46bc-b940-62b3711b3cd9,3539253906333870,WEB-1388012W,U7-0935514S,,7
16206,16231,af1aefcc-42d8-493a-932e-6b3eee8b613b,02146247-aefd-42d1-8041-5671efa58143,376801009633113,WEB-1388012W,V8-4538742u,,11
16211,16236,f61f6cc7-fd2d-44c2-90dd-9b13204302a3,0e4eb6f3-2b8d-49c9-971d-b5844ed9f881,30458484266865,WEB-1388012W,Q1-3426507j,,1
16217,16242,7fd1a06a-c620-4387-9cd4-f066e17caa14,9534c769-e81a-4065-a68b-b281c52f345e,3549426788612100,WEB-1388012W,w9-8679766G,,7
16223,16248,d005823d-c4c6-4fcd-b3ee-cd1f42156d36,f4458df5-dba9-40e2-aeeb-fa9830a17f5a,3509771341454130,WEB-1388012W,m8-9847805j,,3
16237,16262,18511089-a7da-4913-b2e2-2b98d10e4d29,883c3b3b-8b41-4647-9439-416ba0e103be,3514449098437560,WEB-1388012W,A2-5341321F,,6
16244,16269,b6161fe7-5825-4776-a940-74e2b1a1c82f,74711ddd-348f-4437-aebd-d2ed6c1d8fb8,4607905506810410,WEB-1388012W,O2-1543849C,,4
16262,16287,1606c9bd-b3ef-4fcd-93a6-516baee90093,9c150b98-d67e-4b26-b23c-19132000901d,4009402137370880,WEB-1388012W,F5-575583y,,1
16268,16293,c1870142-c600-4a90-b377-6473ed42cc50,57e341ea-e684-425c-b0ef-f0f91bebff78,3578668074597280,WEB-1388012W,X6-2961211b,,4
16272,16297,3e434e29-c673-4e72-9915-1c0e0ce16a9a,32e810ee-fd85-46b4-a1a1-df6b225e7b60,5474744710901440,WEB-1388012W,i5-3156576S,,3
16273,16298,3a86f44c-5a2d-4ba4-8de4-302e7035d3b1,03bab3e4-0006-477b-8e34-e7aac42f7e88,180023751102983,WEB-1388012W,C9-3091977Q,,2
16289,16314,93af7660-7da1-485e-9762-f93edb69bcc2,815d94d9-1b56-4229-beca-a1c36bcbf293,4839812595653320,WEB-1388012W,f7-4424861H,,3
16296,16321,733fd1e1-70df-4ac4-be86-363ed2f72b71,1f82b0b2-43bd-411b-9c3d-a78e73312903,38097844054595,WEB-1388012W,c6-3043220R,,8
16297,16322,99d39a5b-47d2-4e5e-8565-31105e62a62b,1517c5bd-826f-4a56-ab0c-1766f5d78ad6,3554736223722360,WEB-1388012W,w0-9267780V,,1
16299,16324,490db0eb-8238-4f80-ab6e-008f1b5d7d37,5cbcfac5-b527-47c9-9400-a5d34d955982,2251725622617550,WEB-1388012W,s0-1689349W,,3
16301,16326,ceae5afe-497c-464e-9174-ed7d50ba6762,fb4be074-9553-4d99-9791-2b890126aa8d,4204035829625,WEB-1388012W,O4-2057450M,,4
16308,16333,552f2d42-454b-4524-9a07-38c8e99d7e59,67661ef4-6ba3-4ccf-b5f2-289afa89df5f,3500205120126250,WEB-1388012W,n4-1642658b,,3
